2018-11-26_12:39:17.816000,1107.00,1408.00
2018-11-26_12:39:17.950000,1911.00,1369.00
2018-11-26_12:39:18.069000,3870.00,1406.00
2018-11-26_12:39:18.193000,2559.00,1467.00
2018-11-26_12:39:18.338000,1273.00,1436.00
2018-11-26_12:39:18.461000,1863.00,1420.00
2018-11-26_12:39:18.560000,1164.00,1417.00
2018-11-26_12:39:18.701000,1159.00,1386.00
2018-11-26_12:39:18.835000,3837.00,1443.00
2018-11-26_12:39:18.982000,3871.00,1439.00
2018-11-26_12:39:19.126000,1664.00,1445.00
2018-11-26_12:39:19.262000,1645.00,1446.00
2018-11-26_12:39:19.456000,1527.00,1451.00
2018-11-26_12:39:19.532000,1075.00,1424.00
2018-11-26_12:39:19.613000,1200.00,1408.00
2018-11-26_12:39:19.692000,3871.00,1435.00
2018-11-26_12:39:19.833000,3871.00,1441.00
2018-11-26_12:39:19.971000,1301.00,1408.00
2018-11-26_12:39:20.081000,1633.00,1446.00
2018-11-26_12:39:20.210000,1264.00,1438.00
2018-11-26_12:39:20.388000,956.00,1451.00
2018-11-26_12:39:20.516000,1169.00,1466.00
2018-11-26_12:39:20.653000,1395.00,1458.00
2018-11-26_12:39:20.801000,3869.00,1474.00
2018-11-26_12:39:20.991000,2357.00,1441.00
2018-11-26_12:39:21.090000,1291.00,1426.00
2018-11-26_12:39:21.226000,1997.00,1472.00
2018-11-26_12:39:21.365000,1098.00,1451.00
2018-11-26_12:39:21.578000,1194.00,1449.00
2018-11-26_12:39:21.711000,1525.00,1465.00
2018-11-26_12:39:21.834000,3871.00,1458.00
2018-11-26_12:39:21.925000,1986.00,1477.00
2018-11-26_12:39:22.017000,1199.00,1471.00
2018-11-26_12:39:22.118000,1937.00,1472.00
2018-11-26_12:39:22.305000,1034.00,1472.00
2018-11-26_12:39:22.401000,1120.00,1507.00
2018-11-26_12:39:22.689000,2398.00,1481.00
2018-11-26_12:39:22.810000,3871.00,1489.00
2018-11-26_12:39:22.915000,2206.00,1478.00
2018-11-26_12:39:23.030000,1398.00,1477.00
